"State","Industry","Series ID","Month","Turnover"
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6117",9.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6148",9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6178",11.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6209",8.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6240",7.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6268",9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6299",9.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6329",9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6360",8.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6390",8.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6421",8.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6452",9.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6482",10.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6513",9.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6543",12.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6574",8.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6605",8.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6634",9.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6665",9.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6695",9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6726",10.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6756",10.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6787",11.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6818",11.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6848",11
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6879",11.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6909",11.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6940",9.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6971",8.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","6999",9.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7030",8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7060",9.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7091",7.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7121",8.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7152",8.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7183",8.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7213",7.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7244",8.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7274",8.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7305",8.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7336",8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7364",9.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7395",8.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7425",9.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7456",9.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7486",10.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7517",9.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7548",12.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7578",11.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7609",11.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7639",11.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7670",9.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7701",11.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7729",9.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7760",10
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7790",10.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7821",10
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7851",10.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7882",11.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7913",12.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7943",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","7974",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8004",14
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8035",10.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8066",9.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8095",12.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8126",12.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8156",12.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8187",13
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8217",12.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8248",12.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8279",12.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8309",13.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8340",13.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8370",14.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8401",10.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8432",11.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8460",12.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8491",11.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8521",11.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8552",9.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8582",12.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8613",12.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8644",12
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8674",16.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8705",14.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8735",20.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8766",15.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8797",14.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8825",18
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8856",15.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8886",16.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8917",15.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8947",15.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","8978",16.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9009",15.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9039",15.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9070",17
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9100",18.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9131",12.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9162",14.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9190",18.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9221",15.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9251",17.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9282",15.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9312",14.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9343",14.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9374",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9404",16.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9435",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9465",15.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9496",12
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9527",12.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9556",14.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9587",13.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9617",14.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9648",13.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9678",13.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9709",13.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9740",13.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9770",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9801",16
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9831",15.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9862",13.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9893",13.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9921",12.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9952",13.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","9982",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10013",13
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10043",14.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10074",12.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10105",12.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10135",14
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10166",13.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10196",13.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10227",12.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10258",12.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10286",13.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10317",13.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10347",14.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10378",13.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10408",12.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10439",13.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10470",14.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10500",16.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10531",15.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10561",17.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10592",14
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10623",13.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10651",15.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10682",15.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10712",15.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10743",14.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10773",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10804",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10835",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10865",14.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10896",16.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10926",15.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10957",13.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","10988",13.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11017",14.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11048",15.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11078",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11109",17.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11139",16.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11170",16.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11201",18.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11231",19.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11262",19.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11292",19.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11323",19.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11354",18
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11382",20.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11413",23.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11443",23.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11474",23
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11504",21.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11535",21.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11566",21.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11596",22.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11627",22.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11657",23.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11688",20.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11719",20.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11747",22
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11778",20.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11808",20.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11839",20.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11869",20.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11900",21
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11931",21
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11961",23.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","11992",23.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12022",24.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12053",19.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12084",20.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12112",24.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12143",24
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12173",25.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12204",25.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12234",26.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12265",26.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12296",25.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12326",22.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12357",22.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12387",21.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12418",14.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12449",18.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12478",18.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12509",18.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12539",20.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12570",19.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12600",20.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12631",18.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12662",18.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12692",20.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12723",18.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12753",18.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12784",15.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12815",14.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12843",14.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12874",18.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12904",17.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12935",17.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12965",17.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","12996",15
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13027",14.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13057",14.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13088",13.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13118",13.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13149",10.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13180",11.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13208",12.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13239",13.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13269",14.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13300",12.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13330",13.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13361",14.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13392",15.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13422",22
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13453",18.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13483",21.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13514",16.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13545",16.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13573",18.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13604",20.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13634",23.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13665",23.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13695",23.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13726",25.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13757",24.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13787",25.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13818",25.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13848",26.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13879",22.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13910",27.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13939",25.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","13970",24.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14000",25.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14031",24.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14061",24.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14092",25.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14123",23.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14153",28.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14184",27.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14214",27.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14245",25.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14276",28.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14304",30.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14335",29.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14365",32.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14396",30.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14426",33.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14457",34.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14488",34.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14518",32.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14549",32.1
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14579",34.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14610",27.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14641",31.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14669",34.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14700",33.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14730",35.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14761",34.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14791",31.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14822",31.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14853",31.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14883",29.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14914",28.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14944",30.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","14975",24.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15006",25.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15034",29.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15065",27.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15095",27.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15126",25.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15156",25
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15187",25.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15218",25.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15248",26.6
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15279",24.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15309",28.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15340",26.9
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15371",28.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15400",34.3
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15431",30.5
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15461",35.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15492",37
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15522",31.8
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15553",36.4
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15584",38.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15614",33.7
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15645",37.2
"Australian Capital Territory","Cafes, restaurants and catering services","A3349849A","15675",39.3
