alpha1,alpha2,V1_1,V1_2,V2_1,V2_2
0.024247676878493274,0.12978864596595188,0.0,0.0,0.0,0.0
0.6811616756970158,0.0024247676878493274,0.0,0.0,0.0,0.0
-0.33132705512101884,0.06811616756970158,0.0,0.0,0.0,0.0
-0.06571680171645665,-0.03313270551210189,0.0,0.0,0.0,0.0
-0.7018371847492111,-0.0065716801716456654,0.0,0.0,0.0,0.0
0.3189430224002485,-0.07018371847492111,0.0,0.0,0.0,0.0
0.6658786093401441,0.031894302240024854,0.0,0.0,0.0,0.0
0.15653485133210204,0.0665878609340144,0.0,0.0,0.0,0.0
0.5408619992617107,0.015653485133210205,0.0,0.0,0.0,0.0
-0.8069770239664402,0.05408619992617108,0.0,0.0,0.0,0.0
-1.8406599047626544,-0.08069770239664403,0.0,0.0,0.0,0.0
-0.5616359535134343,-0.18406599047626546,0.0,0.0,0.0,0.0
-0.29821047186045363,-0.05616359535134344,0.0,0.0,0.0,0.0
0.42976260561053614,-0.029821047186045363,0.0,0.0,0.0,0.0
2.5682050304831647,0.042976260561053616,0.0,0.0,0.0,0.0
2.2715582627930497,0.2568205030483165,0.0,0.0,0.0,0.0
0.47977740900068255,0.22715582627930497,0.0,0.0,0.0,0.0
1.5840608188754992,0.04797774090006826,0.0,0.0,0.0,0.0
-0.4758992601737033,0.15840608188754993,0.0,0.0,0.0,0.0
-0.5411281530140108,-0.04758992601737033,0.0,0.0,0.0,0.0
-0.386395607849007,-0.054112815301401086,0.0,0.0,0.0,0.0
1.4660321024234624,-0.0386395607849007,0.0,0.0,0.0,0.0
-0.05037833162160954,0.14660321024234624,0.0,0.0,0.0,0.0
-0.7050244942274729,-0.005037833162160954,0.0,0.0,0.0,0.0
-0.4560026047013297,-0.07050244942274729,0.0,0.0,0.0,0.0
-0.9619820381355196,-0.04560026047013297,0.0,0.0,0.0,0.0
0.6000446425686142,-0.09619820381355197,0.0,0.0,0.0,0.0
-0.8761073908926682,0.06000446425686143,0.0,0.0,0.0,0.0
-1.5255178836005756,-0.08761073908926682,0.0,0.0,0.0,0.0
-1.2881897256339887,-0.15255178836005756,0.0,0.0,0.0,0.0
-1.2946791018693566,-0.1288189725633989,0.0,0.0,0.0,0.0
1.1533735303189083,-0.12946791018693568,0.0,0.0,0.0,0.0
1.3966396618982793,0.11533735303189084,0.0,0.0,0.0,0.0
0.901208425366221,0.13966396618982793,0.0,0.0,0.0,0.0
-0.6351673399572293,0.09012084253662211,0.0,0.0,0.0,0.0
0.6169001489595546,-0.06351673399572293,0.0,0.0,0.0,0.0
-0.7552820069055104,0.061690014895955464,0.0,0.0,0.0,0.0
-1.8607220853344115,-0.07552820069055105,0.0,0.0,0.0,0.0
0.18214054899454513,-0.18607220853344117,0.0,0.0,0.0,0.0
0.22194067788868102,0.018214054899454515,0.0,0.0,0.0,0.0
1.0500432176246142,0.022194067788868104,0.0,0.0,0.0,0.0
0.8659433295441961,0.10500432176246143,0.0,0.0,0.0,0.0
1.3948065984372509,0.08659433295441961,0.0,0.0,0.0,0.0
0.1329720388728982,0.1394806598437251,0.0,0.0,0.0,0.0
-0.8282761625042905,0.013297203887289822,0.0,0.0,0.0,0.0
0.2807536409167716,-0.08282761625042906,0.0,0.0,0.0,0.0
-0.7458604599658843,0.028075364091677157,0.0,0.0,0.0,0.0
-1.0344046436414656,-0.07458604599658844,0.0,0.0,0.0,0.0
-1.0473208713346644,-0.10344046436414656,0.0,0.0,0.0,0.0
-0.609621741006422,-0.10473208713346645,0.0,0.0,0.0,0.0
-0.7635368688901613,-0.0609621741006422,0.0,0.0,0.0,0.0
-1.8176819019637416,-0.07635368688901613,0.0,0.0,0.0,0.0
-1.6288130407037775,-0.18176819019637416,0.0,0.0,0.0,0.0
-3.21957786277269,-0.16288130407037776,0.0,0.0,0.0,0.0
-1.1474387844295355,-0.321957786277269,0.0,0.0,0.0,0.0
-2.4977348340987846,-0.11474387844295356,0.0,0.0,0.0,0.0
-2.467994634920796,-0.24977348340987848,0.0,0.0,0.0,0.0
-1.4316057216093019,-0.2467994634920796,0.0,0.0,0.0,0.0
-1.7021653206880438,-0.1431605721609302,0.0,0.0,0.0,0.0
0.5487713629017836,-0.17021653206880438,0.0,0.0,0.0,0.0
-1.1886877603413613,0.05487713629017837,0.0,0.0,0.0,0.0
-0.2724158745313193,-0.11886877603413613,0.0,0.0,0.0,0.0
-0.29435953152729144,-0.027241587453131932,0.0,0.0,0.0,0.0
-1.3425148509579752,-0.029435953152729146,0.0,0.0,0.0,0.0
-0.17741671809996307,-0.1342514850957975,0.0,0.0,0.0,0.0
-0.3945061753680271,-0.017741671809996307,0.0,0.0,0.0,0.0
0.5567957917196578,-0.039450617536802714,0.0,0.0,0.0,0.0
1.0624514322867575,0.05567957917196578,0.0,0.0,0.0,0.0
2.7501412445960343,0.10624514322867576,0.0,0.0,0.0,0.0
2.8178437149630846,0.27501412445960344,0.0,0.0,0.0,0.0
