"bike_id","start_time","stop_time","start_station","start_lat","start_long","end_station","end_lat","end_long","type","birth_year","gender"
"26301","2018-04-14 15:56:00.692","2018-04-14 15:57:43.966","3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",1989,"Male"
"26301","2018-04-14 16:14:08.324","2018-04-14 16:42:19.994","3183",40.7162469,-74.0334588,"3220",40.7349610200095,-74.0595030784607,"Subscriber",1982,"Male"
"26301","2018-04-18 20:39:00.205","2018-04-18 20:45:11.649","3220",40.7349610200095,-74.0595030784607,"3207",40.7376037,-74.0524783,"Subscriber",1979,"Male"
"26301","2018-04-19 12:05:15.816","2018-04-19 12:10:39.79","3207",40.7376037,-74.0524783,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1960,"Male"
"26301","2018-04-19 19:47:27.177","2018-04-19 19:50:32.495","3195",40.7307426253066,-74.0637838840485,"3194",40.7253399253558,-74.0676221251488,"Subscriber",1972,"Male"
"26301","2018-04-20 15:13:13.196","2018-04-20 15:16:36.287","3194",40.7253399253558,-74.0676221251488,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1992,"Male"
"26301","2018-04-20 19:59:32.136","2018-04-20 20:05:58.548","3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1985,"Female"
"26301","2018-04-21 17:20:45.352","2018-04-21 17:29:37.142","3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1964,"Male"
"26301","2018-04-21 20:41:17.398","2018-04-21 20:47:32.14","3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1988,"Male"
"26301","2018-04-22 09:33:58.226","2018-04-22 09:37:21.5","3280",40.719282200707,-74.071261882782,"3194",40.7253399253558,-74.0676221251488,"Subscriber",1988,"Male"
"26301","2018-04-22 09:42:45.102","2018-04-22 09:48:46.218","3194",40.7253399253558,-74.0676221251488,"3185",40.7177325,-74.043845,"Subscriber",1988,"Male"
"26301","2018-04-22 13:07:24.577","2018-04-22 13:17:39.09","3185",40.7177325,-74.043845,"3276",40.7145840353589,-74.042817056179,"Customer",1987,"Female"
"26301","2018-04-22 14:36:17.901","2018-04-22 15:54:06.869","3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1986,"Female"
"26301","2018-04-22 16:28:54.14","2018-04-22 16:52:59.795","3186",40.7195861164717,-74.0431174635887,"3184",40.7141454,-74.0335519,"Customer",1969,"Unknown"
"26301","2018-04-23 11:48:32.645","2018-04-23 12:11:25.18","3184",40.7141454,-74.0335519,"3184",40.7141454,-74.0335519,"Subscriber",1981,"Male"
"26301","2018-04-23 13:43:41.133","2018-04-23 14:00:10.513","3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",1973,"Male"
"26301","2018-04-23 17:37:46.964","2018-04-23 17:42:03.551","3183",40.7162469,-74.0334588,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1986,"Male"
"26301","2018-04-23 20:20:01.761","2018-04-23 20:22:43.804","3275",40.7183551982321,-74.0389144420624,"3681",40.7151776773203,-74.0376833081245,"Subscriber",1985,"Female"
"26301","2018-04-23 23:07:17.354","2018-04-23 23:11:28.651","3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",1994,"Male"
"26301","2018-04-24 06:09:19.165","2018-04-24 06:12:06.498","3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1980,"Male"
"26301","2018-04-24 08:08:54.572","2018-04-24 08:14:53.638","3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1978,"Female"
"26301","2018-04-24 11:09:48.122","2018-04-24 11:14:21.089","3278",40.725685483629,-74.0487903356552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1982,"Female"
"26301","2018-04-24 18:58:52.912","2018-04-24 19:03:00.144","3186",40.7195861164717,-74.0431174635887,"3279",40.7216301426384,-74.0499678254128,"Subscriber",1986,"Male"
"26301","2018-04-25 07:11:13.953","2018-04-25 07:14:09.861","3279",40.7216301426384,-74.0499678254128,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1977,"Female"
"26301","2018-04-25 19:43:05.147","2018-04-25 19:52:33.548","3275",40.7183551982321,-74.0389144420624,"3199",40.7287448,-74.0321082,"Subscriber",1986,"Male"
"26301","2018-04-26 08:19:25.318","2018-04-26 08:21:16.98","3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",1980,"Female"
"26301","2018-04-26 11:07:25.705","2018-04-26 11:09:31.79","3202",40.7272235,-74.0337589,"3199",40.7287448,-74.0321082,"Subscriber",1986,"Male"
"26301","2018-04-26 13:53:35.041","2018-04-26 13:55:17.948","3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",1980,"Female"
"26301","2018-04-26 17:25:09.688","2018-04-26 17:57:00.274","3202",40.7272235,-74.0337589,"3183",40.7162469,-74.0334588,"Subscriber",1984,"Female"
"26301","2018-04-26 18:11:40.514","2018-04-26 18:17:06.954","3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",1988,"Male"
"26301","2018-04-27 09:21:51.155","2018-04-27 09:31:42.372","3276",40.7145840353589,-74.042817056179,"3638",40.7242941,-74.0354826,"Subscriber",1982,"Male"
"26301","2018-05-07 22:21:06.555","2018-05-07 22:29:36.052","3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1953,"Female"
"26301","2018-05-08 10:13:56.242","2018-05-08 10:21:56.095","3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1953,"Female"
"26301","2018-05-08 17:56:41.874","2018-05-08 18:04:54.043","3195",40.7307426253066,-74.0637838840485,"3193",40.7246050998869,-74.0784059464931,"Subscriber",1984,"Male"
"26301","2018-05-10 06:31:19.829","2018-05-10 06:39:19.169","3193",40.7246050998869,-74.0784059464931,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1984,"Male"
"26301","2018-05-10 18:03:14.643","2018-05-10 18:12:28.925","3195",40.7307426253066,-74.0637838840485,"3210",40.742677141,-74.051788633,"Subscriber",1984,"Male"
"26301","2018-05-11 10:57:29.453","2018-05-11 11:02:12.122","3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",1978,"Male"
"26301","2018-05-11 17:58:45.016","2018-05-11 18:05:09.572","3640",40.73367,-74.0625,"3212",40.734785818,-74.050443636,"Subscriber",1986,"Female"
"26301","2018-05-12 18:02:32.008","2018-05-12 18:19:51.282","3212",40.734785818,-74.050443636,"3187",40.7211236,-74.03805095,"Customer",1996,"Male"
"26301","2018-05-17 07:30:52.006","2018-05-17 07:36:26.601","3187",40.7211236,-74.03805095,"3199",40.7287448,-74.0321082,"Subscriber",1992,"Female"
"26301","2018-05-17 22:32:56.27","2018-05-17 23:21:50.075","3199",40.7287448,-74.0321082,"3199",40.7287448,-74.0321082,"Customer",1986,"Male"
"26301","2018-05-18 17:43:35.214","2018-05-18 18:10:56.786","3199",40.7287448,-74.0321082,"3199",40.7287448,-74.0321082,"Subscriber",1977,"Female"
"26301","2018-05-20 11:10:31.765","2018-05-20 11:16:04.017","3199",40.7287448,-74.0321082,"3638",40.7242941,-74.0354826,"Subscriber",1994,"Female"
"26301","2018-05-20 11:39:14.438","2018-05-20 11:42:57.191","3638",40.7242941,-74.0354826,"3638",40.7242941,-74.0354826,"Subscriber",1989,"Female"
"26301","2018-05-20 11:51:39.094","2018-05-20 11:53:44.18","3638",40.7242941,-74.0354826,"3202",40.7272235,-74.0337589,"Subscriber",1989,"Female"
"26301","2018-05-20 12:02:04.863","2018-05-20 12:08:26.065","3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",1949,"Male"
"26301","2018-05-20 13:41:58.474","2018-05-20 13:53:43.577","3639",40.7192517,-74.034234,"3209",40.7241765,-74.0506564,"Customer",1992,"Male"
"26301","2018-05-20 20:05:31.948","2018-05-20 20:13:57.086","3209",40.7241765,-74.0506564,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1989,"Male"
"26301","2018-05-20 20:25:21.45","2018-05-20 20:28:14.212","3186",40.7195861164717,-74.0431174635887,"3213",40.71848892,-74.047726625,"Subscriber",1962,"Male"
"26301","2018-05-21 06:39:53.714","2018-05-21 06:41:57.13","3213",40.71848892,-74.047726625,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1970,"Male"
"26301","2018-05-23 08:53:31.666","2018-05-23 08:58:57.803","3276",40.7145840353589,-74.042817056179,"3183",40.7162469,-74.0334588,"Subscriber",1987,"Male"
"26301","2018-05-23 17:38:44.412","2018-05-23 17:44:49.659","3186",40.7195861164717,-74.0431174635887,"3269",40.7260117296463,-74.0503889322281,"Subscriber",1977,"Male"
"26301","2018-05-24 07:52:22.848","2018-05-24 07:57:16.946","3269",40.7260117296463,-74.0503889322281,"3273",40.72165072488,-74.0428841114044,"Subscriber",1987,"Male"
"26301","2018-05-24 08:26:33.117","2018-05-24 08:31:20.18","3273",40.72165072488,-74.0428841114044,"3183",40.7162469,-74.0334588,"Subscriber",1980,"Male"
"26301","2018-05-25 09:16:08.499","2018-05-25 09:26:24.61","3213",40.71848892,-74.047726625,"3183",40.7162469,-74.0334588,"Subscriber",1964,"Male"
"26301","2018-05-25 13:07:01.238","2018-05-25 13:12:04.589","3213",40.71848892,-74.047726625,"3184",40.7141454,-74.0335519,"Subscriber",1995,"Male"
"26301","2018-05-25 14:11:15.791","2018-05-25 14:15:48.562","3184",40.7141454,-74.0335519,"3267",40.7124188237569,-74.0385255217552,"Subscriber",1969,"Unknown"
"26301","2018-05-25 14:26:27.552","2018-05-25 14:30:11.034","3267",40.7124188237569,-74.0385255217552,"3183",40.7162469,-74.0334588,"Subscriber",1990,"Male"
"26301","2018-05-25 15:23:39.449","2018-05-25 15:27:36.804","3183",40.7162469,-74.0334588,"3267",40.7124188237569,-74.0385255217552,"Subscriber",1994,"Male"
"26301","2018-05-26 10:34:38.519","2018-05-26 10:36:52.396","3267",40.7124188237569,-74.0385255217552,"3184",40.7141454,-74.0335519,"Subscriber",1990,"Male"
"26301","2018-05-26 12:06:09.989","2018-05-26 12:53:21.576","3184",40.7141454,-74.0335519,"3184",40.7141454,-74.0335519,"Subscriber",1978,"Male"
"26301","2018-05-26 18:03:25.261","2018-05-26 18:59:46.43","3184",40.7141454,-74.0335519,"3192",40.7112423,-74.0557013,"Subscriber",1978,"Male"
"26301","2018-05-26 19:02:23.942","2018-05-26 19:15:19.674","3192",40.7112423,-74.0557013,"3184",40.7141454,-74.0335519,"Subscriber",1978,"Male"
"26301","2018-05-28 14:14:29.616","2018-05-28 14:46:08.56","3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Customer",1969,"Unknown"
"26301","2018-05-28 15:28:06.699","2018-05-28 15:40:26.278","3183",40.7162469,-74.0334588,"3638",40.7242941,-74.0354826,"Subscriber",1991,"Female"
"26301","2018-05-29 15:35:23.436","2018-05-29 15:58:56.009","3206",40.7311689,-74.0575736,"3199",40.7287448,-74.0321082,"Subscriber",1974,"Female"
"26301","2018-05-29 20:56:45.587","2018-05-29 21:04:45.629","3199",40.7287448,-74.0321082,"3203",40.727595966,-74.044247311,"Subscriber",1992,"Female"
"26301","2018-05-30 08:00:57.2","2018-05-30 08:05:42.776","3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1976,"Female"
"26301","2018-05-30 09:25:45.389","2018-05-30 09:32:07.51","3270",40.7252891078113,-74.0455716848373,"3202",40.7272235,-74.0337589,"Subscriber",1990,"Male"
"26301","2018-05-30 13:49:21.424","2018-05-30 13:54:34.802","3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",1980,"Male"
"26301","2018-05-31 07:58:54.689","2018-05-31 08:00:21.995","3639",40.7192517,-74.034234,"3183",40.7162469,-74.0334588,"Subscriber",1989,"Male"
"26301","2018-05-31 19:49:55.526","2018-05-31 19:57:16.281","3269",40.7260117296463,-74.0503889322281,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1980,"Female"
"26301","2018-06-04 10:23:44.564","2018-06-04 10:29:10.14","3677",40.7275514673001,-74.0710607171059,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1985,"Male"
"26301","2018-06-04 18:47:50.986","2018-06-04 18:55:11.322","3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1978,"Female"
"26301","2018-06-05 07:41:53.145","2018-06-05 07:49:48.929","3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1983,"Male"
"26301","2018-06-05 19:26:19.637","2018-06-05 19:34:02.764","3195",40.7307426253066,-74.0637838840485,"3194",40.7253399253558,-74.0676221251488,"Customer",1969,"Unknown"
"26301","2018-06-05 23:36:00.556","2018-06-05 23:38:14.841","3194",40.7253399253558,-74.0676221251488,"3679",40.722103786686,-74.0714550018311,"Subscriber",1993,"Male"
"26301","2018-06-06 08:46:54.79","2018-06-06 08:54:13.138","3679",40.722103786686,-74.0714550018311,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1992,"Male"
"26301","2018-06-06 19:11:01.569","2018-06-06 19:19:06.156","3195",40.7307426253066,-74.0637838840485,"3210",40.742677141,-74.051788633,"Subscriber",1987,"Male"
"26301","2018-06-07 08:27:48.011","2018-06-07 08:30:16.164","3210",40.742677141,-74.051788633,"3210",40.742677141,-74.051788633,"Customer",1990,"Male"
"26301","2018-06-07 08:47:03.224","2018-06-07 08:54:32.982","3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",1985,"Male"
"26301","2018-06-07 12:43:20.621","2018-06-07 12:54:10.825","3640",40.73367,-74.0625,"3206",40.7311689,-74.0575736,"Subscriber",1969,"Unknown"
"26301","2018-06-07 14:13:26.994","2018-06-07 14:24:39.052","3206",40.7311689,-74.0575736,"3210",40.742677141,-74.051788633,"Subscriber",1987,"Male"
"26301","2018-06-08 10:04:27.895","2018-06-08 10:25:41.709","3210",40.742677141,-74.051788633,"3211",40.72152515,-74.046304543,"Customer",1969,"Unknown"
"26301","2018-06-08 21:17:19.394","2018-06-08 21:25:53.201","3211",40.72152515,-74.046304543,"3202",40.7272235,-74.0337589,"Subscriber",1993,"Female"
"26301","2018-06-08 22:06:55.92","2018-06-08 22:13:32.752","3202",40.7272235,-74.0337589,"3203",40.727595966,-74.044247311,"Subscriber",1981,"Female"
"26301","2018-06-08 22:30:54.733","2018-06-08 22:37:42.539","3203",40.727595966,-74.044247311,"3209",40.7241765,-74.0506564,"Subscriber",1993,"Female"
"26301","2018-06-09 13:06:03.622","2018-06-09 13:10:54.369","3209",40.7241765,-74.0506564,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1996,"Male"
"26301","2018-06-09 13:16:52.395","2018-06-09 13:20:49.082","3186",40.7195861164717,-74.0431174635887,"3276",40.7145840353589,-74.042817056179,"Subscriber",1985,"Female"
"26301","2018-06-09 17:49:44.019","2018-06-09 17:58:00.925","3276",40.7145840353589,-74.042817056179,"3203",40.727595966,-74.044247311,"Customer",1969,"Unknown"
"26301","2018-06-10 15:34:16.201","2018-06-10 15:49:12.437","3203",40.727595966,-74.044247311,"3201",40.737711,-74.066921,"Subscriber",1986,"Male"
"26301","2018-06-13 21:21:43.157","2018-06-13 21:27:44.27","3206",40.7311689,-74.0575736,"3225",40.7236589,-74.0641943,"Subscriber",1995,"Male"
"26301","2018-06-14 05:28:39.564","2018-06-14 05:37:44.444","3225",40.7236589,-74.0641943,"3183",40.7162469,-74.0334588,"Subscriber",1995,"Male"
"26301","2018-06-14 20:13:16.426","2018-06-14 20:26:33.662","3183",40.7162469,-74.0334588,"3203",40.727595966,-74.044247311,"Subscriber",1956,"Male"
"26301","2018-06-15 08:26:37.028","2018-06-15 08:30:17.913","3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1984,"Male"
"26301","2018-06-15 20:37:46.574","2018-06-15 20:43:24.32","3186",40.7195861164717,-74.0431174635887,"3270",40.7252891078113,-74.0455716848373,"Subscriber",1960,"Male"
